SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 Parts of Dual Sourced,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Week,Comments / Challenges,FTE STET SPOC (Text),FTE Project Title (Text),FTE Director (Text),FTE Procurement Type (Text),FTE Project Type (Text),FTE Savings Type (Text),FTE Commodity (Text),FTE BU (Text),FTE Cluster (Text),FTE Current IL (Text),Project ID_Description,ID,New,NewItemID,Created,Modified,Modified By,SourceID,Is Active
35326,Phil,Adrianna Davis,Adrianna Davis,SCC Noah PCBA De-risk,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,CT/AMI,PD,IL5,10/31/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4427"">View Entries</a>",Adrianna Davis,SCC Noah PCBA De-risk,Phil,PROCUREMENT,PRODUCTIVITY,SOURCING,Key Components & Electronics,CT/AMI,PD,IL5,35326=SCC Noah PCBA De-risk,4427,0,,4/10/2023 9:45 PM,5/13/2026 5:59 AM,"Kumari, Supriya",4700,Yes
36475,Phil,Adrianna Davis,Adrianna Davis,CGR821-Project : Remove redundant mattress,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,MR,PD,IL2,12/31/2027,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,NO,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4436"">View Entries</a>",Adrianna Davis,CGR821-Project : Remove redundant mattress,Phil,PROCUREMENT,PRODUCTIVITY,CONCEPT,Mechanical Parts & Assemblies,MR,PD,IL2,36475=CGR821-Project : Remove redundant mattress,4436,0,,4/10/2023 9:46 PM,5/13/2026 5:59 AM,"Kumari, Supriya",4846,Yes
36492,Phil,Adrianna Davis,Adrianna Davis,CGR 824 : Pre assy cable for Ambition system :  459801775481 : CYL. CABLE SET PRE ASSY 1.5T SEALED,€ 0,€ 0,0,PROCUREMENT,SOURCING,Key Components & Electronics,MR,PD,ILR,8/31/2027,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,NO,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4438"">View Entries</a>",Adrianna Davis,CGR 824 : Pre assy cable for Ambition system :  459801775481 : CYL. CABLE SET PRE ASSY 1.5T SEALED,Phil,PROCUREMENT,0,SOURCING,Key Components & Electronics,MR,PD,ILR,36492=CGR 824 : Pre assy cable for Ambition system :  459801775481 : CYL. CABLE SET PRE ASSY 1.5T SEALED,4438,0,,4/10/2023 9:47 PM,6/16/2026 7:11 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4848_.000,Yes
35702,Raj,Pushkar Kulkarni,Suraj Desai,STET : Transfer of C-ARC Geometry from VDL to Raychem,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-MoS,IGT,ILR,12/1/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,"€ 300,000",€ 0,,,NO,YES,28,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4450"">View Entries</a>",Pushkar Kulkarni,STET : Transfer of C-ARC Geometry from VDL to Raychem,Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-MoS,IGT,ILR,35702=STET : Transfer of C-ARC Geometry from VDL to Raychem,4450,0,,4/10/2023 9:48 PM,7/14/2026 9:20 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4738_.000,Yes
PDTEAM58,Phil,Fred Cai,Fred Cai,Cover NPI Projects,€ 0,€ 0,NPI,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,CT/AMI,PD,IL5,1/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4465"">View Entries</a>",Fred Cai,Cover NPI Projects,Phil,PROCUREMENT,NPI,SOURCING,Mechanical Parts & Assemblies,CT/AMI,PD,IL5,PDTEAM58=Cover NPI Projects,4465,0,,4/10/2023 9:48 PM,5/13/2026 5:59 AM,"Kumari, Supriya",7058,Yes
36038,Tim,Geert Lievens,Geert Lievens,MR400 Display Update and Transfer - Sanmina to Promate,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Medical ODM Markets,HPM,CC,IL5,1/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,"€ 252,966.00","€ 50,642.00",€ 0,€ 0,,,N/A,N/A,27,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4485"">View Entries</a>",Geert Lievens,MR400 Display Update and Transfer - Sanmina to Promate,Tim,PROCUREMENT,PRODUCTIVITY,SOURCING,Medical ODM Markets,HPM,CC,IL5,36038=MR400 Display Update and Transfer - Sanmina to Promate,4485,0,,4/25/2023 8:33 PM,7/8/2026 6:13 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4780_.000,Yes
CR140467CR145340,Raj,"Vijayanand Purushothaman
",Kartikey S,"CR140467-12.1 in Touch Disp with HDBaseT Receiver,TSUI 12.1 inch touch monitor updated by the supplier Bigtide due to EOL componentsANDCR145340-Traceability Data Correction for 12NC 459801840371( TSUI FE KIT 1_OLD INSTALL BASE)",€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,10/30/2023,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,NO,20,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4509"">View Entries</a>","Vijayanand Purushothaman
","CR140467-12.1 in Touch Disp with HDBaseT Receiver,TSUI 12.1 inch touch monitor updated by the supplier Bigtide due to EOL componentsANDCR145340-Traceability Data Correction for 12NC 459801840371( TSUI FE KIT 1_OLD INSTALL BASE)",Raj,N/A,LCM,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,"CR140467CR145340=CR140467-12.1 in Touch Disp with HDBaseT Receiver,TSUI 12.1 inch touch monitor updated by the supplier Bigtide due to EOL componentsANDCR145340-Traceability Data Correction for 12NC 459801840371( TSUI FE KIT 1_OLD INSTALL BASE)",4509,0,,4/25/2023 8:35 PM,5/22/2026 3:17 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11747_.000,Yes
MR00240967,Phil,Vijayanand Purushothaman,"Dede, Kalyani",Turret covers prone to fall due to design,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,8/29/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4572"">View Entries</a>",Vijayanand Purushothaman,Turret covers prone to fall due to design,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00240967=Turret covers prone to fall due to design,4572,0,,5/4/2023 9:58 PM,5/13/2026 5:59 AM,"Kumari, Supriya",6448,Yes
MR00260492,Phil,Vijayanand Purushothaman,"Dede, Kalyani",Observation from Project Moose: Drawing Name plate updated ,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,8/29/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4581"">View Entries</a>",Vijayanand Purushothaman,Observation from Project Moose: Drawing Name plate updated ,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00260492=Observation from Project Moose: Drawing Name plate updated ,4581,0,,5/4/2023 9:58 PM,5/13/2026 5:59 AM,"Kumari, Supriya",6780,Yes
HPMLCM004,Tim,Jidhish Sidharthan,Jidhish Sidharthan,PCBA Refresh,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,HPM,CC,ILR,12/24/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,33,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4626"">View Entries</a>",Jidhish Sidharthan,PCBA Refresh,Tim,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,HPM,CC,ILR,HPMLCM004=PCBA Refresh,4626,0,,5/5/2023 2:15 AM,8/21/2026 12:16 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f6313_.000,Yes
32190,Phil,Adrianna Davis,Adrianna Davis,"Standardization of PreAMP PCBA (Micro2, Midtrap & Mini)",€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Key Components & Electronics,MR,PD,IL5,2/28/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,"€ 105,242",€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4630"">View Entries</a>",Adrianna Davis,"Standardization of PreAMP PCBA (Micro2, Midtrap & Mini)",Phil,PROCUREMENT,PRODUCTIVITY,CONCEPT,Key Components & Electronics,MR,PD,IL5,"32190=Standardization of PreAMP PCBA (Micro2, Midtrap & Mini)",4630,0,,6/2/2023 5:28 AM,5/13/2026 5:59 AM,"Kumari, Supriya",4388,Yes
34320,Raj,Saravanakumar Palani,LCM-ART,Documentation Cabinet,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,10/1/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,"€ 84,983","€ 314,535.00","€ 33,221.00",€ 0,€ 0,,,N/A,NO,32,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4640"">View Entries</a>",Saravanakumar Palani,Documentation Cabinet,Raj,PROCUREMENT,PRODUCTIVITY,CONCEPT,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,34320=Documentation Cabinet,4640,0,,6/2/2023 5:28 AM,8/9/2026 10:16 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4619_.000,Yes
35598,Phil,Charles Moses,Anand Navalgi,STET: Replace Galil motor controller in all US Systems,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,US,PD,IL1,1/31/2027,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4651"">View Entries</a>",Charles Moses,STET: Replace Galil motor controller in all US Systems,Phil,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,US,PD,IL1,35598=STET: Replace Galil motor controller in all US Systems,4651,0,,6/2/2023 5:30 AM,6/15/2026 11:48 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4724_.000,Yes
35634,Phil,Steven Mroch,Ritesh Kurel Kumar,"NStephen Gould concept savings_sourcing 453562086261, 2 pcs suspension tray",€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,US-Trans,PD,IL5,2/25/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,"€ 30,525.00",€ 0.00,"€ 2,775",€ 0,,,N/A,NO,32,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4652"">View Entries</a>",Steven Mroch,"NStephen Gould concept savings_sourcing 453562086261, 2 pcs suspension tray",Phil,PROCUREMENT,PRODUCTIVITY,CONCEPT,Mechanical Parts & Assemblies,US-Trans,PD,IL5,"35634=NStephen Gould concept savings_sourcing 453562086261, 2 pcs suspension tray",4652,0,,6/2/2023 5:31 AM,8/13/2026 1:30 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4731_.000,Yes
35908,Phil,Steven Mroch,Ninad Surve,Consolidate production of Helix assemblies in Kimball Mexico.,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,SRC,CC,IL5,7/31/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,"€ 158,825",€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,32,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4654"">View Entries</a>",Steven Mroch,Consolidate production of Helix assemblies in Kimball Mexico.,Phil,PROCUREMENT,PRODUCTIVITY,SOURCING,Key Components & Electronics,SRC,CC,IL5,35908=Consolidate production of Helix assemblies in Kimball Mexico.,4654,0,,6/2/2023 5:31 AM,8/13/2026 1:29 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4757_.000,Yes
36030,Raj,Kulasekhar (KK),Karuna Naidu,Repair 2.0 parts and components sourcing optimization through Tech Data - Zollner PC spare parts,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Repair Centers & Service Parts,IGT-S,IGT,IL5,8/1/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,"€ 21,469","€ 72,546.00",€ 0.00,€ 0,€ 0,,,N/A,NO,32,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4657"">View Entries</a>",Kulasekhar (KK),Repair 2.0 parts and components sourcing optimization through Tech Data - Zollner PC spare parts,Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Repair Centers & Service Parts,IGT-S,IGT,IL5,36030=Repair 2.0 parts and components sourcing optimization through Tech Data - Zollner PC spare parts,4657,0,,6/2/2023 5:31 AM,8/9/2026 10:16 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4777_.000,Yes
36236,Phil,Adrianna Davis,Adrianna Davis,Transfer supply of Body Coil PCBA parts (both tier1 and N-tier) from Jabil to TTM & Suntak,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,MR,PD,IL2,12/31/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,NO,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4658"">View Entries</a>",Adrianna Davis,Transfer supply of Body Coil PCBA parts (both tier1 and N-tier) from Jabil to TTM & Suntak,Phil,PROCUREMENT,PRODUCTIVITY,SOURCING,Key Components & Electronics,MR,PD,IL2,36236=Transfer supply of Body Coil PCBA parts (both tier1 and N-tier) from Jabil to TTM & Suntak,4658,0,,6/2/2023 5:31 AM,5/13/2026 5:59 AM,"Kumari, Supriya",4800,Yes
36545,Tim,"Saurabh Agrawal
",Udit Joshi,SYDNEY 2ND SOURCE TI MCU,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Key Components & Electronics,OHC,PH,IL5,3/1/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,"€ 543,607",€ 0.00,"€ 10,487.00",€ 0,€ 0,,,YES,NO,32,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4663"">View Entries</a>","Saurabh Agrawal
",SYDNEY 2ND SOURCE TI MCU,Tim,PROCUREMENT,PRODUCTIVITY,CONCEPT,Key Components & Electronics,OHC,PH,IL5,36545=SYDNEY 2ND SOURCE TI MCU,4663,0,,6/2/2023 5:33 AM,8/9/2026 10:16 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4858_.000,Yes
RfS 251852,Tim,Sushruth Rudrachary,Dayal Mirthinti,Release of an alternative component for TI LM358PWR,€ 0,€ 0,LCM,N/A,CONCEPT,Key Components & Electronics,GB,PH,IL5,1/30/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4699"">View Entries</a>",Sushruth Rudrachary,Release of an alternative component for TI LM358PWR,Tim,N/A,LCM,CONCEPT,Key Components & Electronics,GB,PH,IL5,RfS 251852=Release of an alternative component for TI LM358PWR,4699,0,,6/2/2023 5:33 AM,5/13/2026 5:59 AM,"Kumari, Supriya",4960,Yes
RfS 262564,Tim,Sushruth Rudrachary,Dayal Mirthinti,Reflector of attachments out of place: to determine which deformation is to be reported as out of place.,€ 0,€ 0,CONQ,N/A,CONQ,Mechanical Parts & Assemblies,GB,PH,IL5,8/31/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,NO,33,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4704"">View Entries</a>",Sushruth Rudrachary,Reflector of attachments out of place: to determine which deformation is to be reported as out of place.,Tim,N/A,CONQ,CONQ,Mechanical Parts & Assemblies,GB,PH,IL5,RfS 262564=Reflector of attachments out of place: to determine which deformation is to be reported as out of place.,4704,0,,6/2/2023 5:33 AM,8/19/2026 7:58 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f4989_.000,Yes
CONQ_CY2023_04,Tim,Sanjeev Kumar,Pawel,Best Transportation issues,€ 0,"€ 11,000",CONQ,N/A,CONQ,Mechanical Parts & Assemblies,MR,PD,IL3,9/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,YES,27,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4719"">View Entries</a>",Sanjeev Kumar,Best Transportation issues,Tim,N/A,CONQ,CONQ,Mechanical Parts & Assemblies,MR,PD,IL3,CONQ_CY2023_04=Best Transportation issues,4719,0,,6/2/2023 5:34 AM,7/6/2026 3:43 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f5093_.000,Yes
CR0111035,Phil,Charles Moses,Vindya BS,Need to have SVIO qualified for use on CVXi platform,€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,US,PD,IL5,2/3/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4722"">View Entries</a>",Charles Moses,Need to have SVIO qualified for use on CVXi platform,Phil,N/A,LCM,SOURCING,Key Components & Electronics,US,PD,IL5,CR0111035=Need to have SVIO qualified for use on CVXi platform,4722,0,,6/2/2023 5:34 AM,6/10/2026 5:41 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f5267_.000,Yes
CR0111608,Phil,Charles Moses,Subramaniasiva Rengaswamy,EOL : MPN # SDURD530 to cover EOL part,"€ 506,502",€ 0,AOS,N/A,SOURCING,Key Components & Electronics,US,PD,IL5,12/30/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4726"">View Entries</a>",Charles Moses,EOL : MPN # SDURD530 to cover EOL part,Phil,N/A,AOS,SOURCING,Key Components & Electronics,US,PD,IL5,CR0111608=EOL : MPN # SDURD530 to cover EOL part,4726,0,,6/2/2023 5:34 AM,6/10/2026 5:36 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f5305_.000,Yes
CR0111836,Phil,Charles Moses,Subramaniasiva Rengaswamy,PCBA Refresh - 453561431271 3.3V / 5V ECL DIVIDE BY 2 DIVIDER,"€ 2,127,308",€ 0,AOS,N/A,SOURCING,Key Components & Electronics,US,PD,IL5,10/30/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4729"">View Entries</a>",Charles Moses,PCBA Refresh - 453561431271 3.3V / 5V ECL DIVIDE BY 2 DIVIDER,Phil,N/A,AOS,SOURCING,Key Components & Electronics,US,PD,IL5,CR0111836=PCBA Refresh - 453561431271 3.3V / 5V ECL DIVIDE BY 2 DIVIDER,4729,0,,6/2/2023 5:34 AM,6/10/2026 5:31 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f5320_.000,Yes
CR0111983,Phil,Charles Moses,Vindhya B.S,EOL INFINEON IRF6216TRPBF For CX50 Power Board,"€ 96,154",€ 0,AOS,N/A,SOURCING,Key Components & Electronics,US,PD,IL2,12/31/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=4736"">View Entries</a>",Charles Moses,EOL INFINEON IRF6216TRPBF For CX50 Power Board,Phil,N/A,AOS,SOURCING,Key Components & Electronics,US,PD,IL2,CR0111983=EOL INFINEON IRF6216TRPBF For CX50 Power Board,4736,0,,6/2/2023 5:34 AM,6/15/2026 11:59 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f5332_.000,Yes
