SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),AOS Impact Approved or Not,QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 of Parts Dual Sourced (PASSIVE),%23 of Parts Dual Sourced (ACTIVE),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Comments / Challenges,Week,Attachments,ID,IL Date Format column,August IL5 IDs,IL Date Correction,Year,Month,Modified,Modified By,Created,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),Created By,Supplier Transfer,Transfer reason,Is Active
RfS-G&B-0956,Tim,Sushruth Rudrachary,Rohit Bakare,"Phoenix material change to avoid ESC
",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,6/30/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12439"">View Entries</a>",36,0,12439,06-2027,True,True,2027,06,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:16 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0806,Tim,Sushruth Rudrachary,Rohit Bakare,"Re-use XP502/03 CEE
",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12438"">View Entries</a>",36,0,12438,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:16 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0805,Tim,Sushruth Rudrachary,Rohit Bakare,"Re-use XP521/03 CEE
",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12437"">View Entries</a>",36,0,12437,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:16 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0689,Tim,Sushruth Rudrachary,Rohit Bakare,"Transfer of CC18 for US from ZHU to Multifill
",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,6/30/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12436"">View Entries</a>",36,0,12436,06-2027,True,True,2027,06,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:16 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0451,Tim,Sushruth Rudrachary,Rohit Bakare,"PI Electronics - Change U5 housing raw material (SICR20260424006B)
",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12435"">View Entries</a>",36,0,12435,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:16 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0423,Tim,Sushruth Rudrachary,Rohit Bakare,"-USA-Washington state ban of halogenated flame-retardant Correction
",€ 0.00,Not Applicable,€ 0,NPI,N/A,L&A,Personal Health,GB,PH,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12434"">View Entries</a>",36,0,12434,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:16 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0422,Tim,Sushruth Rudrachary,Rohit Bakare,"-USA-Washington state ban of halogenated flame-retardant Correction
",€ 0.00,Not Applicable,€ 0,NPI,N/A,L&A,Personal Health,GB,PH,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12433"">View Entries</a>",36,0,12433,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:16 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0421,Tim,Sushruth Rudrachary,Rohit Bakare,"RfS-G&B-0421-Reg mem AMB554-26026 USA-Washington state ban of halogenated flame-retardant Correction
",€ 0.00,Not Applicable,€ 0,NPI,N/A,L&A,Personal Health,GB,PH,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12432"">View Entries</a>",36,0,12432,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:15 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0419,Tim,Sushruth Rudrachary,Rohit Bakare,USA-Washington state ban of halogenated flame-retardant Correction,€ 0.00,Not Applicable,€ 0,NPI,N/A,L&A,Personal Health,GB,PH,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12431"">View Entries</a>",36,0,12431,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:15 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0688,Tim,Sushruth Rudrachary,Rohit Bakare,Transfer of AP S5 S7 USA skus from DTN to Zhuhai,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,6/30/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12430"">View Entries</a>",36,0,12430,06-2027,True,True,2027,06,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 9:15 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0687,Tim,Sushruth Rudrachary,Rohit Bakare,"New Launch Phoenix XP9402 Puma Bundle pack US
",€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL3,11/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 62,212.50",€ 0.00,"€ 311,063",€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12429"">View Entries</a>",36,0,12429,11-2026,True,True,2026,11,9/3/2026 11:40 PM,"Kumari, Supriya",9/3/2026 9:15 AM,,,,,"Kumari, Supriya",No,N/A,Yes
G&B-1090,Tim,Sushruth Rudrachary,Freddy Yan,Release new repear mold for Paladin Front Panel,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL3,12/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12428"">View Entries</a>",36,0,12428,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 4:10 AM,,,,,"Kumari, Supriya",No,N/A,Yes
G&B-1044,Tim,Sushruth Rudrachary,Freddy Yan,Phase Out Puma OTG ME LATAM,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL3,6/30/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12427"">View Entries</a>",36,0,12427,06-2027,True,True,2027,06,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 4:10 AM,,,,,"Kumari, Supriya",No,N/A,Yes
G&B-1032,Tim,Sushruth Rudrachary,Freddy Yan,554-26060 - NAM – copyright statement in US and US-CAN DFU update,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL4,11/13/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12426"">View Entries</a>",36,0,12426,11-2026,True,True,2026,11,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 4:10 AM,,,,,"Kumari, Supriya",No,N/A,Yes
G&B-1031,Tim,Sushruth Rudrachary,Freddy Yan,AMB 554-26060 - NAM – copyright statement in US and US-CAN DFU update,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL3,12/17/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12425"">View Entries</a>",36,0,12425,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 4:10 AM,,,,,"Kumari, Supriya",No,N/A,Yes
G&B-0855 ,Tim,Sushruth Rudrachary,Freddy Yan,AMB 554-26051 - Mexico – labeling requirements-Importer address and Warranty card update,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL4,1/20/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12424"">View Entries</a>",36,0,12424,01-2027,True,True,2027,01,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 4:10 AM,,,,,"Kumari, Supriya",No,N/A,Yes
G&B-0829,Tim,Sushruth Rudrachary,Freddy Yan,India-Expanding BIS,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL4,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12423"">View Entries</a>",36,0,12423,12-2026,True,True,2026,12,9/3/2026 10:49 AM,"Davis, Adrianna",9/3/2026 4:10 AM,,,,,"Kumari, Supriya",No,N/A,Yes
45500,Phil,Joshua Huett,Joshua Huett,Rio ASME Plate Thickness Reduction,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,TCO,TCO,Mechanical Parts & Assemblies,MR,PD,IL2,12/31/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12422"">View Entries</a>",36,0,12422,12-2027,True,True,2027,12,9/2/2026 11:42 AM,"Davis, Adrianna",9/2/2026 11:42 AM,,,,,"Davis, Adrianna",No,N/A,Yes
RfS-G&B-0982,Tim,Sushruth Rudrachary,Mahesh Udupi,Alternate Sourcing USB Cable to Metaplast,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Personal Health,GB,PH,IL2,3/19/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12421"">View Entries</a>",36,0,12421,03-2027,True,True,2027,03,9/3/2026 6:52 AM,"Davis, Adrianna",9/2/2026 6:18 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0813,Tim,Sushruth Rudrachary,Mahesh Dhumal,Claims check for products that will get TS201 (Swoosh),€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12411"">View Entries</a>",36,0,12411,12-2026,True,True,2026,12,9/3/2026 6:52 AM,"Davis, Adrianna",9/2/2026 2:06 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0471,Tim,Sushruth Rudrachary,Mahesh Dhumal,Senju Metal （Hui Zhou）Co.，Ltd: Switching to low-silver solder wire for cost saving,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12410"">View Entries</a>",36,0,12410,12-2026,True,True,2026,12,9/3/2026 6:52 AM,"Davis, Adrianna",9/2/2026 2:06 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0473,Tim,Sushruth Rudrachary,Mahesh Dhumal,Senju Metal （Hui Zhou）Co.，Ltd: Switching to low-silver solder wire for cost saving,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12409"">View Entries</a>",36,0,12409,12-2026,True,True,2026,12,9/3/2026 6:52 AM,"Davis, Adrianna",9/2/2026 2:06 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0472,Tim,Sushruth Rudrachary,Mahesh Dhumal,Senju Metal （Hui Zhou）Co.，Ltd: Switching to low-silver solder wire for cost saving,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12408"">View Entries</a>",36,0,12408,12-2026,True,True,2026,12,9/3/2026 6:52 AM,"Davis, Adrianna",9/2/2026 2:06 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0468,Tim,Sushruth Rudrachary,Mahesh Dhumal,Senju Metal （Hui Zhou）Co.，Ltd: Switching to low-silver solder wire for cost saving,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12407"">View Entries</a>",36,0,12407,12-2026,True,True,2026,12,9/3/2026 6:52 AM,"Davis, Adrianna",9/2/2026 2:06 AM,,,,,"Kumari, Supriya",No,N/A,Yes
PDTEAM701,Phil,Charles Moses,Charles Moses,LCM Ultrasound Electrical ,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,US,PD,IL2,12/29/2028,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12406"">View Entries</a>",36,0,12406,12-2028,True,True,2028,12,9/1/2026 1:15 PM,"Davis, Adrianna",9/1/2026 1:15 PM,,,,,"Davis, Adrianna",No,N/A,Yes
43263,Phil,Charles Moses,Anand Navalagi,OEM Bay redesign for ABA,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,US,PD,IL5,5/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 23,823.00",€ 0.00,"€ 23,823",€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12405"">View Entries</a>",36,0,12405,05-2026,True,True,2026,05,9/1/2026 4:15 AM,"Davis, Adrianna",9/1/2026 1:50 AM,,,,,"Ahire, Mohan",No,N/A,Yes
44277,Raj,Saravana Palani,Yugandhar Chandele,Zollner to Plexus Transfer,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,IGT-D,IGT,IL2,1/31/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12404"">View Entries</a>",37,0,12404,01-2027,True,True,2027,01,9/9/2026 1:50 AM,"Kumari, Supriya",8/27/2026 11:03 PM,,,,,"Kumari, Supriya",Yes,Supplier Exit,Yes
42104,Tim,Sushruth Rudrachary,Pratik Aher,"Emerald alternative e-component (supply chain de-risk) Vishay/VOM1271T  (Toshiba/TLP3906(TPR,E) -> E...",€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,GB,PH,IL5,8/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12403"">View Entries</a>",35,0,12403,08-2026,True,True,2026,08,8/27/2026 11:17 AM,"Davis, Adrianna",8/26/2026 5:54 AM,,,,,"Kumari, Supriya",No,N/A,Yes
45237,Phil,Fred Cai ,Sha Sha Shi ,CT5300(Kylin) & Incisive 1.1 & Kunpeng injector cable kit split,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,N/A,CONCEPT,Key Components & Electronics,CT/AMI,PD,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12402"">View Entries</a>",35,0,12402,12-2026,True,True,2026,12,8/25/2026 12:58 PM,"Davis, Adrianna",8/25/2026 12:58 PM,,,,,"Davis, Adrianna",No,N/A,Yes
45530,Phil,Saravana Palani,Kevin Wang ,BD-Sheet sheet metal China localization (FRAME CLEA SLOF / C-ARC),€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12401"">View Entries</a>",37,0,12401,12-2026,True,True,2026,12,9/9/2026 1:56 AM,"Kumari, Supriya",8/25/2026 12:56 PM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
45531,Phil,Saravana Palani,Kevin Wang ,BD-Sheet sheet metal China localization (Additional saving),€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL2,4/30/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12400"">View Entries</a>",37,0,12400,04-2027,True,True,2027,04,9/9/2026 1:56 AM,"Kumari, Supriya",8/25/2026 12:41 PM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
DCR#21369,Phil,Steven Mroch,Raghavendra Koneri, Oxygenate 5 Screw Kit Quantity Update,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL4,9/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,YES,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12398"">View Entries</a>",35,0,12398,09-2026,True,True,2026,09,8/27/2026 11:16 AM,"Davis, Adrianna",8/25/2026 3:25 AM,,,,,"Jibhkate, Ashwini",No,N/A,Yes
